Serial Number:20585867 --

"Date Time, GMT -0400","Temp, (*C)","RH, (%)","DewPt, (*C)","Host Connect","Stopped","EOF"
2020-06-23 08:09:59,1.50,88.22,-0.24, , , 
2020-06-23 08:14:59,1.36,89.05,-0.25, , , 
2020-06-23 08:19:59,1.29,89.78,-0.20, , , 
2020-06-23 08:24:59,1.32,90.89,-0.01, , , 
2020-06-23 08:29:59,1.42,91.34,0.17, , , 
2020-06-23 08:34:59,1.35,89.73,-0.15, , , 
2020-06-23 08:39:59,1.34,90.37,-0.07, , , 
2020-06-23 08:44:59,1.39,90.96,0.08, , , 
2020-06-23 08:49:59,1.51,91.57,0.29, , , 
2020-06-23 08:54:59,1.61,90.98,0.29, , , 
2020-06-23 08:59:59,1.62,90.16,0.18, , , 
2020-06-23 09:04:59,1.62,90.39,0.21, , , 
2020-06-23 09:09:59,1.67,90.28,0.25, , , 
2020-06-23 09:14:59,1.73,90.88,0.41, , , 
2020-06-23 09:19:59,1.85,90.96,0.53, , , 
2020-06-23 09:24:59,1.90,91.21,0.61, , , 
2020-06-23 09:29:59,2.13,91.45,0.88, , , 
2020-06-23 09:34:59,2.41,92.17,1.27, , , 
2020-06-23 09:39:59,3.11,91.61,1.88, , , 
2020-06-23 09:44:59,3.80,89.62,2.26, , , 
2020-06-23 09:49:59,4.57,87.37,2.65, , , 
2020-06-23 09:54:59,5.35,86.03,3.21, , , 
2020-06-23 09:59:59,6.16,83.11,3.52, , , 
2020-06-23 10:04:59,6.95,80.16,3.77, , , 
2020-06-23 10:09:59,7.78,78.45,4.28, , , 
2020-06-23 10:14:59,8.70,78.26,5.13, , , 
2020-06-23 10:19:59,9.61,80.58,6.44, , , 
2020-06-23 10:24:59,10.46,79.05,7.00, , , 
2020-06-23 10:29:59,11.37,65.39,5.12, , , 
2020-06-23 10:34:59,12.20,67.01,6.27, , , 
2020-06-23 10:39:59,13.01,62.45,6.02, , , 
2020-06-23 10:44:59,13.83,64.10,7.18, , , 
2020-06-23 10:49:59,14.72,63.92,7.98, , , 
2020-06-23 10:54:59,15.55,60.78,8.02, , , 
2020-06-23 10:59:59,16.35,61.45,8.94, , , 
2020-06-23 11:04:59,17.10,52.33,7.28, , , 
2020-06-23 11:09:59,17.75,49.58,7.08, , , 
2020-06-23 11:14:59,18.29,47.63,7.00, , , 
2020-06-23 11:19:59,18.66,44.63,6.39, , , 
2020-06-23 11:24:59,19.10,44.61,6.78, , , 
2020-06-23 11:29:59,19.61,46.68,7.91, , , 
2020-06-23 11:34:59,20.02,42.47,6.90, , , 
2020-06-23 11:39:59,20.35,42.16,7.09, , , 
2020-06-23 11:44:59,20.57,43.04,7.59, , , 
2020-06-23 11:49:59,20.74,39.96,6.65, , , 
2020-06-23 11:54:59,21.10,42.48,7.87, , , 
2020-06-23 11:59:59,21.52,42.22,8.16, , , 
2020-06-23 12:04:59,21.79,42.38,8.46, , , 
2020-06-23 12:09:59,22.14,49.47,11.09, , , 
2020-06-23 12:14:59,22.76,42.86,9.50, , , 
2020-06-23 12:19:59,23.21,40.55,9.08, , , 
2020-06-23 12:24:59,23.66,42.96,10.34, , , 
2020-06-23 12:29:59,24.24,39.02,9.43, , , 
2020-06-23 12:34:59,24.82,41.40,10.83, , , 
2020-06-23 12:39:59,25.03,33.32,7.80, , , 
2020-06-23 12:44:59,23.46,33.17,6.36, , , 
2020-06-23 12:49:59,21.90,35.18,5.84, , , 
2020-06-23 12:54:59,21.25,38.32,6.51, , , 
2020-06-23 12:59:59,21.99,40.35,7.92, , , 
2020-06-23 13:04:59,23.10,34.88,6.77, , , 
2020-06-23 13:09:59,24.17,41.37,10.24, , , 
2020-06-23 13:14:59,24.92,29.95,6.15, , , 
2020-06-23 13:19:59,25.31,34.61,8.60, , , 
2020-06-23 13:24:59,25.49,31.06,7.17, , , 
2020-06-23 13:29:59,24.00,30.98,5.84, , , 
2020-06-23 13:34:59,21.99,31.25,4.22, , , 
2020-06-23 13:39:59,21.05,43.01,8.01, , , 
2020-06-23 13:44:59,20.83,37.76,5.91, , , 
2020-06-23 13:49:59,21.87,36.19,6.22, , , 
2020-06-23 13:54:59,22.58,34.04,5.96, , , 
2020-06-23 13:59:59,23.30,33.62,6.42, , , 
2020-06-23 14:04:59,23.65,36.54,7.93, , , 
2020-06-23 14:09:59,23.87,30.36,5.43, , , 
2020-06-23 14:14:59,22.53,27.55,2.90, , , 
2020-06-23 14:19:59,20.76,31.22,3.14, , , 
2020-06-23 14:24:59,19.70,36.91,4.58, , , 
2020-06-23 14:29:59,19.68,36.01,4.21, , , 
2020-06-23 14:34:59,21.08,34.84,4.98, , , 
2020-06-23 14:39:59,21.88,30.36,3.71, , , 
2020-06-23 14:44:59,21.55,38.92,7.00, , , 
2020-06-23 14:49:59,22.04,33.90,5.42, , , 
2020-06-23 14:54:59,22.91,30.39,4.61, , , 
2020-06-23 14:59:59,23.31,28.19,3.89, , , 
2020-06-23 15:04:59,23.59,29.56,4.81, , , 
2020-06-23 15:09:59,23.50,27.78,3.84, , , 
2020-06-23 15:14:59,23.06,29.22,4.18, , , 
2020-06-23 15:19:59,23.62,34.13,6.92, , , 
2020-06-23 15:24:59,23.89,29.22,4.90, , , 
2020-06-23 15:29:59,24.06,27.91,4.40, , , 
2020-06-23 15:34:59,23.29,27.78,3.67, , , 
2020-06-23 15:39:59,23.23,27.73,3.59, , , 
2020-06-23 15:44:59,23.45,30.55,5.16, , , 
2020-06-23 15:49:59,23.76,29.11,4.74, , , 
2020-06-23 15:54:59,24.20,27.95,4.54, , , 
2020-06-23 15:59:59,22.79,31.44,5.00, , , 
2020-06-23 16:04:59,22.41,33.71,5.67, , , 
2020-06-23 16:09:59,23.21,33.34,6.21, , , 
2020-06-23 16:14:59,23.59,31.86,5.89, , , 
2020-06-23 16:19:59,24.40,26.64,4.01, , , 
2020-06-23 16:24:59,24.94,28.57,5.48, , , 
2020-06-23 16:29:59,25.46,35.86,9.26, , , 
2020-06-23 16:34:59,25.81,26.54,5.17, , , 
2020-06-23 16:39:59,26.02,33.09,8.55, , , 
2020-06-23 16:44:59,26.20,31.09,7.80, , , 
2020-06-23 16:49:59,26.30,26.77,5.70, , , 
2020-06-23 16:54:59,26.10,29.33,6.86, , , 
2020-06-23 16:59:59,25.96,28.28,6.21, , , 
2020-06-23 17:04:59,26.10,30.06,7.22, , , 
2020-06-23 17:09:59,26.37,27.97,6.40, , , 
2020-06-23 17:14:59,26.63,26.22,5.69, , , 
2020-06-23 17:19:59,26.12,27.93,6.17, , , 
2020-06-23 17:24:59,26.37,25.54,5.09, , , 
2020-06-23 17:29:59,26.92,25.63,5.60, , , 
2020-06-23 17:34:59,26.90,26.22,5.91, , , 
2020-06-23 17:39:59,25.60,34.18,8.67, , , 
2020-06-23 17:44:59,26.33,25.80,5.19, , , 
2020-06-23 17:49:59,27.36,28.58,7.56, , , 
2020-06-23 17:54:59,27.82,27.40,7.34, , , 
2020-06-23 17:59:59,25.72,24.81,4.12, , , 
2020-06-23 18:04:59,23.59,27.77,3.92, , , 
2020-06-23 18:09:59,22.10,28.15,2.83, , , 
2020-06-23 18:14:59,21.37,30.25,3.22, , , 
2020-06-23 18:19:59,20.79,30.00,2.60, , , 
2020-06-23 18:24:59,20.10,29.00,1.53, , , 
2020-06-23 18:29:59,19.52,29.32,1.18, , , 
2020-06-23 18:34:59,18.97,35.45,3.36, , , 
2020-06-23 18:39:59,18.32,32.90,1.74, , , 
2020-06-23 18:44:59,17.90,35.09,2.27, , , 
2020-06-23 18:49:59,17.62,41.83,4.51, , , 
2020-06-23 18:54:59,17.06,40.11,3.41, , , 
2020-06-23 18:59:59,16.72,41.41,3.56, , , 
2020-06-23 19:04:59,16.49,42.52,3.73, , , 
2020-06-23 19:09:59,15.71,51.80,5.84, , , 
2020-06-23 19:14:59,14.50,62.31,7.39, , , 
2020-06-23 19:19:59,13.78,67.42,7.87, , , 
2020-06-23 19:24:59,13.03,71.56,8.02, , , 
2020-06-23 19:29:59,12.69,72.74,7.93, , , 
2020-06-23 19:34:59,12.65,80.82,9.46, , , 
2020-06-23 19:39:59,12.72,77.90,8.97, , , 
2020-06-23 19:44:59,13.09,84.81,10.61, , , 
2020-06-23 19:49:59,13.61,78.39,9.93, , , 
2020-06-23 19:54:59,13.62,77.26,9.73, , , 
2020-06-23 19:59:59,13.48,74.36,9.02, , , 
2020-06-23 20:04:59,13.70,81.08,10.53, , , 
2020-06-23 20:09:59,15.95,78.26,12.18, , , 
2020-06-23 20:14:59,16.52,66.23,10.22, , , 
2020-06-23 20:19:59,16.13,60.55,8.51, , , 
2020-06-23 20:24:59,15.69,68.52,9.93, , , 
2020-06-23 20:29:59,15.56,72.27,10.60, , , 
2020-06-23 20:34:59,15.56,65.04,9.03, , , 
2020-06-23 20:39:59,15.42,66.46,9.22, , , 
2020-06-23 20:44:59,16.98,68.65,11.19, , , 
2020-06-23 20:49:59,17.33,63.49,10.35, , , 
2020-06-23 20:54:59,16.72,65.44,10.22, , , 
2020-06-23 20:59:59,16.15,63.09,9.14, , , 
2020-06-23 21:04:59,16.32,67.65,10.34, , , 
2020-06-23 21:09:59,17.90,64.03,11.02, , , 
2020-06-23 21:14:59,18.15,48.61,7.17, , , 
2020-06-23 21:19:59,17.30,46.17,5.64, , , 
2020-06-23 21:24:59,17.63,48.00,6.50, , , 
2020-06-23 21:29:59,17.36,53.26,7.78, , , 
2020-06-23 21:34:59,16.82,53.42,7.32, , , 
2020-06-23 21:39:59,16.14,56.35,7.46, , , 
2020-06-23 21:44:59,15.38,60.04,7.68, , , 
2020-06-23 21:49:59,14.70,61.55,7.41, , , 
2020-06-23 21:54:59,14.08,63.85,7.35, , , 
2020-06-23 21:59:59,13.37,68.60,7.73, , , 
2020-06-23 22:04:59,12.72,69.25,7.24, , , 
2020-06-23 22:09:59,12.16,69.75,6.81, , , 
2020-06-23 22:14:59,11.63,72.29,6.83, , , 
2020-06-23 22:19:59,11.19,73.47,6.64, , , 
2020-06-23 22:24:59,10.80,73.81,6.32, , , 
2020-06-23 22:29:59,10.48,75.86,6.41, , , 
2020-06-23 22:34:59,10.20,77.26,6.41, , , 
2020-06-23 22:39:59,9.98,77.47,6.24, , , 
2020-06-23 22:44:59,9.83,78.04,6.20, , , 
2020-06-23 22:49:59,9.55,78.20,5.96, , , 
2020-06-23 22:54:59,9.27,78.74,5.78, , , 
2020-06-23 22:59:59,8.97,77.67,5.29, , , 
2020-06-23 23:04:59,8.72,75.82,4.70, , , 
2020-06-23 23:09:59,8.46,78.48,4.94, , , 
2020-06-23 23:14:59,8.30,78.81,4.85, , , 
2020-06-23 23:19:59,8.12,79.65,4.82, , , 
2020-06-23 23:24:59,7.87,79.96,4.63, , , 
2020-06-23 23:29:59,7.69,80.65,4.58, , , 
2020-06-23 23:34:59,7.56,77.40,3.87, , , 
2020-06-23 23:39:59,7.46,79.90,4.23, , , 
2020-06-23 23:44:59,7.38,79.70,4.11, , , 
2020-06-23 23:49:59,7.23,80.59,4.12, , , 
2020-06-23 23:54:59,7.00,80.98,3.97, , , 
2020-06-23 23:59:59,6.82,78.66,3.38, , , 
2020-06-24 00:04:59,6.68,81.36,3.72, , , 
2020-06-24 00:09:59,6.49,81.19,3.50, , , 
2020-06-24 00:14:59,6.35,81.32,3.39, , , 
2020-06-24 00:19:59,6.19,81.54,3.27, , , 
2020-06-24 00:24:59,6.08,81.71,3.19, , , 
2020-06-24 00:29:59,6.00,81.36,3.06, , , 
2020-06-24 00:34:59,5.90,81.72,3.02, , , 
2020-06-24 00:39:59,5.78,81.79,2.91, , , 
2020-06-24 00:44:59,5.66,82.28,2.88, , , 
2020-06-24 00:49:59,5.49,82.38,2.73, , , 
2020-06-24 00:54:59,5.35,82.49,2.61, , , 
2020-06-24 00:59:59,5.31,82.49,2.57, , , 
2020-06-24 01:04:59,5.22,81.98,2.40, , , 
2020-06-24 01:09:59,5.11,81.91,2.28, , , 
2020-06-24 01:14:59,5.03,82.57,2.31, , , 
2020-06-24 01:19:59,4.94,83.06,2.31, , , 
2020-06-24 01:24:59,4.91,83.06,2.28, , , 
2020-06-24 01:29:59,4.88,82.39,2.13, , , 
2020-06-24 01:34:59,4.95,82.74,2.27, , , 
2020-06-24 01:39:59,4.81,82.70,2.12, , , 
2020-06-24 01:44:59,4.65,83.64,2.12, , , 
2020-06-24 01:49:59,4.60,83.54,2.06, , , 
2020-06-24 01:54:59,4.60,83.76,2.09, , , 
2020-06-24 01:59:59,4.58,83.25,1.99, , , 
2020-06-24 02:04:59,4.59,82.87,1.93, , , 
2020-06-24 02:09:59,4.51,83.47,1.96, , , 
2020-06-24 02:14:59,4.33,84.21,1.90, , , 
2020-06-24 02:19:59,4.27,84.66,1.91, , , 
2020-06-24 02:24:59,4.27,84.30,1.86, , , 
2020-06-24 02:29:59,4.36,83.78,1.87, , , 
2020-06-24 02:34:59,4.34,83.49,1.79, , , 
2020-06-24 02:39:59,4.23,83.67,1.72, , , 
2020-06-24 02:44:59,4.31,83.68,1.80, , , 
2020-06-24 02:49:59,4.32,83.10,1.71, , , 
2020-06-24 02:54:59,4.33,83.14,1.73, , , 
2020-06-24 02:59:59,4.15,83.22,1.56, , , 
2020-06-24 03:04:59,3.95,84.20,1.53, , , 
2020-06-24 03:09:59,4.04,84.05,1.59, , , 
2020-06-24 03:14:59,4.13,83.08,1.52, , , 
2020-06-24 03:19:59,4.21,82.90,1.57, , , 
2020-06-24 03:24:59,4.26,82.35,1.52, , , 
2020-06-24 03:29:59,4.10,82.86,1.46, , , 
2020-06-24 03:34:59,3.77,83.38,1.22, , , 
2020-06-24 03:39:59,3.47,82.97,0.86, , , 
2020-06-24 03:44:59,3.17,85.30,0.95, , , 
2020-06-24 03:49:59,3.01,86.84,1.04, , , 
2020-06-24 03:54:59,2.85,87.15,0.93, , , 
2020-06-24 03:59:59,2.78,88.41,1.05, , , 
2020-06-24 04:04:59,2.75,88.45,1.04, , , 
2020-06-24 04:09:59,2.78,89.16,1.17, , , 
2020-06-24 04:14:59,2.88,88.50,1.17, , , 
2020-06-24 04:19:59,2.86,87.83,1.04, , , 
2020-06-24 04:24:59,2.85,87.86,1.04, , , 
2020-06-24 04:29:59,2.78,87.58,0.92, , , 
2020-06-24 04:34:59,2.75,88.19,1.00, , , 
2020-06-24 04:39:59,2.82,88.10,1.05, , , 
2020-06-24 04:44:59,2.75,87.60,0.90, , , 
2020-06-24 04:49:59,2.58,86.87,0.62, , , 
2020-06-24 04:54:59,2.43,88.63,0.75, , , 
2020-06-24 04:59:59,2.46,89.31,0.88, , , 
2020-06-24 05:04:59,2.52,88.28,0.78, , , 
2020-06-24 05:09:59,2.44,88.89,0.80, , , 
2020-06-24 05:14:59,2.35,88.44,0.63, , , 
2020-06-24 05:19:59,2.32,88.36,0.60, , , 
2020-06-24 05:24:59,2.28,89.51,0.74, , , 
2020-06-24 05:29:59,2.39,88.27,0.65, , , 
2020-06-24 05:34:59,2.39,88.62,0.70, , , 
2020-06-24 05:39:59,2.26,88.78,0.60, , , 
2020-06-24 05:44:59,2.24,89.17,0.64, , , 
2020-06-24 05:49:59,2.20,89.20,0.60, , , 
2020-06-24 05:54:59,2.13,88.86,0.49, , , 
2020-06-24 05:59:59,2.05,88.88,0.40, , , 
2020-06-24 06:04:59,2.05,90.25,0.62, , , 
2020-06-24 06:09:59,2.17,89.54,0.63, , , 
2020-06-24 06:14:59,2.14,88.87,0.50, , , 
2020-06-24 06:19:59,1.98,89.00,0.36, , , 
2020-06-24 06:24:59,1.95,89.31,0.38, , , 
2020-06-24 06:29:59,2.05,89.97,0.57, , , 
2020-06-24 06:34:59,2.13,90.48,0.74, , , 
2020-06-24 06:39:59,2.09,88.49,0.39, , , 
2020-06-24 06:44:59,2.01,89.72,0.50, , , 
2020-06-24 06:49:59,2.13,90.15,0.69, , , 
2020-06-24 06:54:59,2.11,88.65,0.43, , , 
2020-06-24 06:59:59,2.01,89.19,0.42, , , 
2020-06-24 07:04:59,1.99,90.02,0.53, , , 
2020-06-24 07:09:59,2.09,90.81,0.74, , , 
2020-06-24 07:14:59,2.29,89.25,0.71, , , 
2020-06-24 07:19:59,2.15,87.78,0.34, , , 
2020-06-24 07:24:59,1.94,88.87,0.30, , , 
2020-06-24 07:29:59,1.90,89.90,0.41, , , 
2020-06-24 07:34:59,1.83,90.43,0.43, , , 
2020-06-24 07:39:59,1.88,90.88,0.55, , , 
2020-06-24 07:44:59,1.94,91.14,0.65, , , 
2020-06-24 07:49:59,1.84,88.71,0.18, , , 
2020-06-24 07:54:59,1.65,89.87,0.17, , , 
2020-06-24 07:59:59,1.67,91.00,0.36, , , 
2020-06-24 08:04:59,1.71,91.54,0.48, , , 
2020-06-24 08:09:59,1.92,92.04,0.76, , , 
2020-06-24 08:14:59,1.92,90.51,0.53, , , 
2020-06-24 08:19:59,1.98,90.20,0.54, , , 
2020-06-24 08:24:59,1.85,90.14,0.41, , , 
2020-06-24 08:29:59,1.83,91.00,0.52, , , 
2020-06-24 08:34:59,1.88,91.11,0.59, , , 
2020-06-24 08:39:59,1.93,91.58,0.70, , , 
2020-06-24 08:44:59,2.08,92.17,0.94, , , 
2020-06-24 08:49:59,2.23,92.08,1.08, , , 
2020-06-24 08:54:59,2.29,90.57,0.91, , , 
2020-06-24 08:59:59,2.17,90.02,0.71, , , 
2020-06-24 09:04:59,2.17,91.37,0.91, , , 
2020-06-24 09:09:59,2.25,91.14,0.95, , , 
2020-06-24 09:14:59,2.29,91.30,1.02, , , 
2020-06-24 09:19:59,2.29,90.95,0.97, , , 
2020-06-24 09:24:59,2.42,92.29,1.30, , , 
2020-06-24 09:29:59,2.58,92.26,1.45, , , 
2020-06-24 09:34:59,2.83,92.36,1.71, , , 
2020-06-24 09:39:59,3.40,92.13,2.24, , , 
2020-06-24 09:44:59,4.04,90.66,2.65, , , 
2020-06-24 09:49:59,4.81,89.02,3.16, , , 
2020-06-24 09:54:59,5.57,92.20,4.41, , , 
2020-06-24 09:59:59,6.46,91.57,5.20, , , 
2020-06-24 10:04:59,7.33,89.05,5.66, , , 
2020-06-24 10:09:59,8.14,87.24,6.15, , , 
2020-06-24 10:14:59,8.98,84.42,6.51, , , 
2020-06-24 10:19:59,9.78,82.06,6.87, , , 
2020-06-24 10:24:59,10.58,79.79,7.25, , , 
2020-06-24 10:29:59,11.39,78.97,7.88, , , 
2020-06-24 10:34:59,12.28,76.41,8.26, , , 
2020-06-24 10:39:59,13.10,74.21,8.63, , , 
2020-06-24 10:44:59,13.84,67.73,7.99, , , 
2020-06-24 10:49:59,14.64,64.36,8.00, , , 
2020-06-24 10:54:59,15.41,59.98,7.69, , , 
2020-06-24 10:59:59,16.08,54.53,6.93, , , 
2020-06-24 11:04:59,16.57,57.32,8.11, , , 
2020-06-24 11:09:59,17.20,60.32,9.46, , , 
2020-06-24 11:14:59,17.83,51.80,7.80, , , 
2020-06-24 11:19:59,18.28,51.99,8.27, , , 
2020-06-24 11:24:59,18.73,49.76,8.04, , , 
2020-06-24 11:29:59,19.18,51.54,8.98, , , 
2020-06-24 11:34:59,19.57,48.43,8.41, , , 
2020-06-24 11:39:59,19.94,46.67,8.20, , , 
2020-06-24 11:44:59,20.16,48.65,9.02, , , 
2020-06-24 11:49:59,20.43,47.11,8.79, , , 
2020-06-24 11:54:59,20.79,44.13,8.16, , , 
2020-06-24 11:59:59,20.91,40.61,7.04, , , 
2020-06-24 12:04:59,21.04,42.01,7.65, , , 
2020-06-24 12:09:59,21.45,43.19,8.43, , , 
2020-06-24 12:14:59,21.70,44.25,9.02, , , 
2020-06-24 12:19:59,21.97,43.51,9.02, , , 
2020-06-24 12:24:59,22.32,39.60,7.93, , , 
2020-06-24 12:29:59,22.60,43.66,9.63, , , 
2020-06-24 12:34:59,23.16,37.40,7.85, , , 
2020-06-24 12:39:59,23.71,40.05,9.35, , , 
2020-06-24 12:44:59,24.15,41.35,10.22, , , 
2020-06-24 12:49:59,24.75,36.68,8.97, , , 
2020-06-24 12:54:59,24.59,35.94,8.52, , , 
2020-06-24 12:59:59,24.24,40.32,9.92, , , 
2020-06-24 13:04:59,24.56,34.57,7.92, , , 
2020-06-24 13:09:59,25.03,33.90,8.05, , , 
2020-06-24 13:14:59,25.64,32.83,8.11, , , 
2020-06-24 13:19:59,26.24,32.92,8.68, , , 
2020-06-24 13:24:59,26.86,29.60,7.65, , , 
2020-06-24 13:29:59,27.17,22.74,4.10, , , 
2020-06-24 13:34:59,26.04,26.86,5.53, , , 
2020-06-24 13:39:59,25.53,24.61,3.85, , , 
2020-06-24 13:44:59,25.32,28.16,5.60, , , 
2020-06-24 13:49:59,24.87,27.06,4.64, , , 
2020-06-24 13:54:59,25.00,21.00,1.18, , , 
2020-06-24 13:59:59,24.76,24.16,2.94, , , 
2020-06-24 14:04:59,25.02,21.56,1.56, , , 
2020-06-24 14:09:59,25.40,28.35,5.77, , , 
2020-06-24 14:14:59,26.05,29.60,6.95, , , 
2020-06-24 14:19:59,26.26,27.15,5.88, , , 
2020-06-24 14:24:59,26.22,21.04,2.21, , , 
2020-06-24 14:29:59,25.79,24.54,4.02, , , 
2020-06-24 14:34:59,25.83,27.90,5.90, , , 
2020-06-24 14:39:59,25.96,25.71,4.83, , , 
2020-06-24 14:44:59,26.01,25.97,5.02, , , 
2020-06-24 14:49:59,26.69,28.88,7.14, , , 
2020-06-24 14:54:59,27.49,29.17,7.97, , , 
2020-06-24 14:59:59,27.96,22.07,4.33, , , 
2020-06-24 15:04:59,26.83,23.56,4.32, , , 
2020-06-24 15:09:59,26.32,25.30,4.91, , , 
2020-06-24 15:14:59,26.72,19.25,1.38, , , 
2020-06-24 15:19:59,27.16,19.76,2.11, , , 
2020-06-24 15:24:59,27.63,26.23,6.54, , , 
2020-06-24 15:29:59,27.98,25.82,6.61, , , 
2020-06-24 15:34:59,27.53,27.22,6.99, , , 
2020-06-24 15:39:59,27.40,18.00,1.00, , , 
2020-06-24 15:44:59,26.79,25.80,5.58, , , 
2020-06-24 15:49:59,27.10,28.82,7.46, , , 
2020-06-24 15:54:59,27.29,27.29,6.83, , , 
2020-06-24 15:59:59,27.74,25.47,6.21, , , 
2020-06-24 16:04:59,27.79,25.56,6.30, , , 
2020-06-24 16:09:59,28.40,24.81,6.38, , , 
2020-06-24 16:14:59,28.58,20.75,3.96, , , 
2020-06-24 16:19:59,29.27,24.18,6.74, , , 
2020-06-24 16:24:59,29.67,28.64,9.57, , , 
2020-06-24 16:29:59,30.38,23.38,7.18, , , 
2020-06-24 16:34:59,30.01,20.75,5.14, , , 
2020-06-24 16:39:59,29.18,26.12,7.79, , , 
2020-06-24 16:44:59,29.19,22.73,5.78, , , 
2020-06-24 16:49:59,28.39,21.48,4.30, , , 
2020-06-24 16:54:59,28.40,25.17,6.59, , , 
2020-06-24 16:59:59,28.88,24.88,6.83, , , 
2020-06-24 17:04:59,29.16,19.10,3.26, , , 
2020-06-24 17:09:59,29.41,20.19,4.25, , , 
2020-06-24 17:14:59,28.85,21.66,4.80, , , 
2020-06-24 17:19:59,28.89,20.70,4.18, , , 
2020-06-24 17:24:59,28.24,26.98,7.47, , , 
2020-06-24 17:29:59,28.73,24.56,6.51, , , 
2020-06-24 17:34:59,28.77,23.80,6.09, , , 
2020-06-24 17:39:59,28.48,19.84,3.25, , , 
2020-06-24 17:44:59,28.09,17.08,0.83, , , 
2020-06-24 17:49:59,28.14,23.84,5.59, , , 
2020-06-24 17:54:59,28.56,19.09,2.77, , , 
2020-06-24 17:59:59,28.34,19.13,2.62, , , 
2020-06-24 18:04:59,28.47,23.06,5.39, , , 
2020-06-24 18:09:59,29.17,20.22,4.08, , , 
2020-06-24 18:14:59,28.86,21.92,4.98, , , 
2020-06-24 18:19:59,29.03,20.75,4.34, , , 
2020-06-24 18:24:59,28.80,21.55,4.69, , , 
2020-06-24 18:29:59,29.23,19.86,3.88, , , 
2020-06-24 18:34:59,29.60,19.33,3.80, , , 
2020-06-24 18:39:59,29.79,21.73,5.63, , , 
2020-06-24 18:44:59,29.87,14.89,0.35, , , 
2020-06-24 18:49:59,28.82,24.37,6.47, , , 
2020-06-24 18:54:59,29.14,21.23,4.75, , , 
2020-06-24 18:59:59,28.61,16.72,0.95, , , 
2020-06-24 19:04:59,28.39,27.85,8.06, , , 
2020-06-24 19:09:59,28.64,22.00,4.85, , , 
2020-06-24 19:14:59,27.95,21.69,4.07, , , 
2020-06-24 19:19:59,26.83,25.64,5.54, , , 
2020-06-24 19:24:59,27.31,20.90,3.02, , , 
2020-06-24 19:29:59,27.54,21.44,3.57, , , 
2020-06-24 19:34:59,27.53,22.62,4.32, , , 
2020-06-24 19:39:59,27.40,25.22,5.77, , , 
2020-06-24 19:44:59,27.36,22.56,4.14, , , 
2020-06-24 19:49:59,26.99,20.87,2.73, , , 
2020-06-24 19:54:59,26.47,21.85,2.95, , , 
2020-06-24 19:59:59,26.64,18.84,1.02, , , 
2020-06-24 20:04:59,27.15,24.37,5.07, , , 
2020-06-24 20:09:59,27.40,23.18,4.57, , , 
2020-06-24 20:14:59,27.19,20.31,2.51, , , 
2020-06-24 20:19:59,27.10,21.32,3.13, , , 
2020-06-24 20:24:59,27.23,19.59,2.04, , , 
2020-06-24 20:29:59,27.40,18.56,1.43, , , 
2020-06-24 20:34:59,27.31,21.30,3.29, , , 
2020-06-24 20:39:59,27.26,22.85,4.24, , , 
2020-06-24 20:44:59,27.65,19.45,2.29, , , 
2020-06-24 20:49:59,27.09,21.03,2.92, , , 
2020-06-24 20:54:59,26.15,24.17,4.11, , , 
2020-06-24 20:59:59,25.16,22.61,2.34, , , 
2020-06-24 21:04:59,25.71,23.69,3.45, , , 
2020-06-24 21:09:59,25.73,26.03,4.81, , , 
2020-06-24 21:14:59,25.46,24.64,3.80, , , 
2020-06-24 21:19:59,24.55,26.00,3.80, , , 
2020-06-24 21:24:59,24.25,26.77,3.95, , , 
2020-06-24 21:29:59,22.60,34.46,6.15, , , 
2020-06-24 21:34:59,21.18,30.44,3.14, , , 
2020-06-24 21:39:59,19.65,37.52,4.77, , , 
2020-06-24 21:44:59,18.40,41.53,5.11, , , 
2020-06-24 21:49:59,17.34,40.20,3.70, , , 
2020-06-24 21:54:59,16.25,40.86,2.94, , , 
2020-06-24 21:59:59,15.41,44.35,3.34, , , 
2020-06-24 22:04:59,14.70,42.37,2.06, , , 
2020-06-24 22:09:59,14.14,43.63,1.96, , , 
2020-06-24 22:14:59,13.62,47.41,2.65, , , 
2020-06-24 22:19:59,12.92,48.76,2.41, , , 
2020-06-24 22:24:59,12.34,52.76,2.98, , , 
2020-06-24 22:29:59,11.79,52.26,2.34, , , 
2020-06-24 22:34:59,11.31,53.28,2.16, , , 
2020-06-24 22:39:59,10.87,51.09,1.17, , , 
2020-06-24 22:44:59,10.39,56.08,2.02, , , 
2020-06-24 22:49:59,9.88,54.19,1.06, , , 
2020-06-24 22:54:59,9.60,55.97,1.25, , , 
2020-06-24 22:59:59,9.14,57.48,1.19, , , 
2020-06-24 23:04:59,8.82,54.33,0.12, , , 
2020-06-24 23:09:59,8.51,58.57,0.87, , , 
2020-06-24 23:14:59,8.14,58.04,0.39, , , 
2020-06-24 23:19:59,7.79,59.93,0.51, , , 
2020-06-24 23:24:59,7.48,59.95,0.22, , , 
2020-06-24 23:29:59,7.33,57.14,-0.58, , , 
2020-06-24 23:34:59,7.26,59.33,-0.14, , , 
2020-06-24 23:39:59,7.17,57.17,-0.73, , , 
2020-06-24 23:44:59,7.01,57.07,-0.90, , , 
2020-06-24 23:49:59,7.04,53.18,-1.83, , , 
2020-06-24 23:54:59,7.17,51.91,-2.04, , , 
2020-06-24 23:59:59,7.13,57.20,-0.76, , , 
