Serial Number:20638359 --

"Date Time, GMT -0400","Temp, (*C)","RH, (%)","DewPt, (*C)","EOF"
2020-06-23 21:44:30,13.30,46.26,2.01, 
2020-06-23 21:45:30,13.23,48.66,2.66, 
2020-06-23 21:46:30,13.17,43.32,0.98, 
2020-06-23 21:47:30,13.16,50.75,3.19, 
2020-06-23 21:48:30,13.15,46.00,1.80, 
2020-06-23 21:49:30,13.11,48.18,2.42, 
2020-06-23 21:50:30,13.16,46.66,2.01, 
2020-06-23 21:51:30,13.15,45.67,1.70, 
2020-06-23 21:52:30,13.17,44.09,1.23, 
2020-06-23 21:53:30,13.20,49.58,2.90, 
2020-06-23 21:54:30,13.21,48.36,2.56, 
2020-06-23 21:55:30,13.20,45.14,1.58, 
2020-06-23 21:56:30,13.17,44.13,1.24, 
2020-06-23 21:57:30,13.12,45.66,1.67, 
2020-06-23 21:58:30,13.06,44.78,1.34, 
2020-06-23 21:59:30,13.02,46.51,1.83, 
2020-06-23 22:00:30,12.91,47.41,2.00, 
2020-06-23 22:01:30,12.88,47.63,2.04, 
2020-06-23 22:02:30,12.78,50.90,2.88, 
2020-06-23 22:03:30,12.71,48.13,2.03, 
2020-06-23 22:04:30,12.63,45.58,1.20, 
2020-06-23 22:05:30,12.57,47.11,1.60, 
2020-06-23 22:06:30,12.49,47.14,1.54, 
2020-06-23 22:07:30,12.40,45.68,1.01, 
2020-06-23 22:08:30,12.33,47.30,1.44, 
2020-06-23 22:09:30,12.26,47.11,1.32, 
2020-06-23 22:10:30,12.19,48.47,1.65, 
2020-06-23 22:11:30,12.15,43.69,0.17, 
2020-06-23 22:12:30,12.10,45.08,0.56, 
2020-06-23 22:13:30,12.01,46.68,0.96, 
2020-06-23 22:14:30,12.00,51.10,2.21, 
2020-06-23 22:15:30,11.92,45.82,0.63, 
2020-06-23 22:16:30,11.88,48.69,1.43, 
2020-06-23 22:17:30,11.83,48.76,1.40, 
2020-06-23 22:18:30,11.77,47.61,1.02, 
2020-06-23 22:19:30,11.74,51.57,2.10, 
2020-06-23 22:20:30,11.72,43.95,-0.13, 
2020-06-23 22:21:30,11.66,48.27,1.10, 
2020-06-23 22:22:30,11.59,50.39,1.64, 
2020-06-23 22:23:30,11.60,44.80,0.02, 
2020-06-23 22:24:30,11.53,52.25,2.09, 
2020-06-23 22:25:30,11.46,47.34,0.66, 
2020-06-23 22:26:30,11.45,48.13,0.88, 
2020-06-23 22:27:30,11.40,47.84,0.74, 
2020-06-23 22:28:30,11.39,48.56,0.94, 
2020-06-23 22:29:30,11.32,45.75,0.06, 
2020-06-23 22:30:30,11.29,46.35,0.21, 
2020-06-23 22:31:30,11.29,47.50,0.55, 
2020-06-23 22:32:30,11.29,50.08,1.28, 
2020-06-23 22:33:30,11.24,48.83,0.88, 
2020-06-23 22:34:30,11.19,49.81,1.12, 
2020-06-23 22:35:30,11.18,48.53,0.74, 
2020-06-23 22:36:30,11.17,46.98,0.29, 
2020-06-23 22:37:30,11.13,46.21,0.02, 
2020-06-23 22:38:30,11.12,46.09,-0.03, 
2020-06-23 22:39:30,11.10,45.71,-0.16, 
2020-06-23 22:40:30,11.10,49.55,0.95, 
2020-06-23 22:41:30,11.07,47.88,0.45, 
2020-06-23 22:42:30,11.08,47.67,0.40, 
2020-06-23 22:43:30,11.04,45.72,-0.21, 
2020-06-23 22:44:30,11.00,51.42,1.38, 
2020-06-23 22:45:30,11.00,50.35,1.09, 
2020-06-23 22:46:30,10.96,49.05,0.69, 
2020-06-23 22:47:30,10.94,47.38,0.19, 
2020-06-23 22:48:30,10.93,48.04,0.37, 
2020-06-23 22:49:30,10.89,47.38,0.15, 
2020-06-23 22:50:30,10.85,46.61,-0.12, 
2020-06-23 22:51:30,10.83,47.20,0.04, 
2020-06-23 22:52:30,10.82,45.65,-0.43, 
2020-06-23 22:53:30,10.79,45.76,-0.43, 
2020-06-23 22:54:30,10.78,49.20,0.56, 
2020-06-23 22:55:30,10.72,45.22,-0.65, 
2020-06-23 22:56:30,10.72,46.99,-0.12, 
2020-06-23 22:57:30,10.65,48.03,0.11, 
2020-06-23 22:58:30,10.60,48.68,0.25, 
2020-06-23 22:59:30,10.64,48.05,0.10, 
2020-06-23 23:00:30,10.56,49.95,0.57, 
2020-06-23 23:01:30,10.51,46.89,-0.35, 
2020-06-23 23:02:30,10.50,48.95,0.23, 
2020-06-23 23:03:30,10.48,48.32,0.03, 
2020-06-23 23:04:30,10.42,45.66,-0.79, 
2020-06-23 23:05:30,10.37,44.94,-1.06, 
2020-06-23 23:06:30,10.35,48.64,0.01, 
2020-06-23 23:07:30,10.34,47.49,-0.33, 
2020-06-23 23:08:30,10.31,46.42,-0.66, 
2020-06-23 23:09:30,10.28,44.89,-1.15, 
2020-06-23 23:10:30,10.30,49.34,0.16, 
2020-06-23 23:11:30,10.29,46.23,-0.74, 
2020-06-23 23:12:30,10.29,50.28,0.41, 
2020-06-23 23:13:30,10.27,49.79,0.26, 
2020-06-23 23:14:30,10.24,49.56,0.17, 
2020-06-23 23:15:30,10.18,47.33,-0.53, 
2020-06-23 23:16:30,10.19,48.20,-0.27, 
2020-06-23 23:17:30,10.15,46.99,-0.65, 
2020-06-23 23:18:30,10.11,46.91,-0.71, 
2020-06-23 23:19:30,10.15,47.06,-0.63, 
2020-06-23 23:20:30,10.16,48.05,-0.33, 
2020-06-23 23:21:30,10.14,50.04,0.21, 
2020-06-23 23:22:30,10.14,48.29,-0.28, 
2020-06-23 23:23:30,10.07,50.94,0.39, 
2020-06-23 23:24:30,10.06,46.79,-0.79, 
2020-06-23 23:25:30,10.05,46.94,-0.76, 
2020-06-23 23:26:30,10.01,47.01,-0.77, 
2020-06-23 23:27:30,9.98,45.94,-1.11, 
2020-06-23 23:28:30,9.98,48.76,-0.30, 
2020-06-23 23:29:30,9.98,48.60,-0.34, 
2020-06-23 23:30:30,9.93,45.94,-1.16, 
2020-06-23 23:31:30,9.95,45.45,-1.29, 
2020-06-23 23:32:30,9.93,46.43,-1.02, 
2020-06-23 23:33:30,9.93,45.84,-1.19, 
2020-06-23 23:34:30,9.93,47.25,-0.78, 
2020-06-23 23:35:30,9.93,46.14,-1.10, 
2020-06-23 23:36:30,9.93,45.53,-1.28, 
2020-06-23 23:37:30,9.89,47.01,-0.88, 
2020-06-23 23:38:30,9.84,46.33,-1.12, 
2020-06-23 23:39:30,9.83,45.14,-1.49, 
2020-06-23 23:40:30,9.84,47.08,-0.90, 
2020-06-23 23:41:30,9.82,48.98,-0.38, 
2020-06-23 23:42:30,9.80,46.30,-1.17, 
2020-06-23 23:43:30,9.75,47.92,-0.75, 
2020-06-23 23:44:30,9.75,46.04,-1.30, 
2020-06-23 23:45:30,9.67,46.82,-1.14, 
2020-06-23 23:46:30,9.66,46.37,-1.28, 
2020-06-23 23:47:30,9.63,46.58,-1.25, 
2020-06-23 23:48:30,9.62,45.87,-1.46, 
2020-06-23 23:49:30,9.60,46.71,-1.24, 
2020-06-23 23:50:30,9.63,45.94,-1.43, 
2020-06-23 23:51:30,9.61,46.03,-1.43, 
2020-06-23 23:52:30,9.60,47.08,-1.13, 
2020-06-23 23:53:30,9.60,46.35,-1.34, 
2020-06-23 23:54:30,9.59,48.17,-0.83, 
2020-06-23 23:55:30,9.61,45.72,-1.52, 
2020-06-23 23:56:30,9.62,46.70,-1.22, 
2020-06-23 23:57:30,9.61,46.25,-1.36, 
2020-06-23 23:58:30,9.59,46.09,-1.43, 
2020-06-23 23:59:30,9.57,47.17,-1.12, 
2020-06-24 00:00:30,9.57,45.43,-1.64, 
2020-06-24 00:01:30,9.60,46.46,-1.31, 
2020-06-24 00:02:30,9.62,45.70,-1.52, 
2020-06-24 00:03:30,9.60,46.32,-1.35, 
2020-06-24 00:04:30,9.63,47.45,-0.99, 
2020-06-24 00:05:30,9.65,47.06,-1.08, 
2020-06-24 00:06:30,9.61,46.27,-1.36, 
2020-06-24 00:07:30,9.64,46.46,-1.27, 
2020-06-24 00:08:30,9.61,46.29,-1.35, 
2020-06-24 00:09:30,9.64,46.17,-1.36, 
2020-06-24 00:10:30,9.64,46.16,-1.36, 
2020-06-24 00:11:30,9.62,46.25,-1.35, 
2020-06-24 00:12:30,9.63,46.22,-1.35, 
2020-06-24 00:13:30,9.63,47.82,-0.89, 
2020-06-24 00:14:30,9.62,49.04,-0.55, 
2020-06-24 00:15:30,9.59,47.56,-1.00, 
2020-06-24 00:16:30,9.61,47.44,-1.02, 
2020-06-24 00:17:30,9.54,48.95,-0.65, 
2020-06-24 00:18:30,9.56,48.36,-0.79, 
2020-06-24 00:19:30,9.54,45.62,-1.61, 
2020-06-24 00:20:30,9.51,46.76,-1.30, 
2020-06-24 00:21:30,9.49,45.72,-1.63, 
2020-06-24 00:22:30,9.49,47.07,-1.23, 
2020-06-24 00:23:30,9.48,45.67,-1.65, 
2020-06-24 00:24:30,9.51,45.74,-1.60, 
2020-06-24 00:25:30,9.46,46.25,-1.50, 
2020-06-24 00:26:30,9.47,46.12,-1.53, 
2020-06-24 00:27:30,9.49,47.80,-1.02, 
2020-06-24 00:28:30,9.44,46.65,-1.40, 
2020-06-24 00:29:30,9.50,46.52,-1.38, 
2020-06-24 00:30:30,9.48,46.00,-1.55, 
2020-06-24 00:31:30,9.50,45.51,-1.68, 
2020-06-24 00:32:30,9.51,46.16,-1.48, 
2020-06-24 00:33:30,9.48,45.78,-1.62, 
2020-06-24 00:34:30,9.46,48.72,-0.79, 
2020-06-24 00:35:30,9.45,47.34,-1.19, 
2020-06-24 00:36:30,9.45,47.70,-1.09, 
2020-06-24 00:37:30,9.37,46.74,-1.44, 
2020-06-24 00:38:30,9.38,48.87,-0.82, 
2020-06-24 00:39:30,9.31,50.08,-0.55, 
2020-06-24 00:40:30,9.29,47.30,-1.35, 
2020-06-24 00:41:30,9.24,47.68,-1.28, 
2020-06-24 00:42:30,9.21,47.06,-1.49, 
2020-06-24 00:43:30,9.14,47.45,-1.45, 
2020-06-24 00:44:30,9.10,48.73,-1.11, 
2020-06-24 00:45:30,9.08,47.77,-1.40, 
2020-06-24 00:46:30,9.02,49.99,-0.84, 
2020-06-24 00:47:30,8.98,47.50,-1.57, 
2020-06-24 00:48:30,8.95,48.13,-1.42, 
2020-06-24 00:49:30,8.91,48.89,-1.25, 
2020-06-24 00:50:30,8.88,48.12,-1.49, 
2020-06-24 00:51:30,8.85,49.05,-1.26, 
2020-06-24 00:52:30,8.85,47.79,-1.62, 
2020-06-24 00:53:30,8.81,48.89,-1.33, 
2020-06-24 00:54:30,8.82,47.80,-1.63, 
2020-06-24 00:55:30,8.78,48.22,-1.55, 
2020-06-24 00:56:30,8.72,50.57,-0.96, 
2020-06-24 00:57:30,8.74,48.90,-1.40, 
2020-06-24 00:58:30,8.71,50.26,-1.06, 
2020-06-24 00:59:30,8.75,49.74,-1.16, 
2020-06-24 01:00:30,8.72,50.44,-1.00, 
2020-06-24 01:01:30,8.73,50.26,-1.04, 
2020-06-24 01:02:30,8.74,49.02,-1.37, 
2020-06-24 01:03:30,8.71,50.97,-0.87, 
2020-06-24 01:04:30,8.72,49.96,-1.13, 
2020-06-24 01:05:30,8.70,49.48,-1.28, 
2020-06-24 01:06:30,8.73,49.15,-1.34, 
2020-06-24 01:07:30,8.72,48.95,-1.41, 
2020-06-24 01:08:30,8.70,49.28,-1.34, 
2020-06-24 01:09:30,8.74,49.61,-1.21, 
2020-06-24 01:10:30,8.74,50.20,-1.04, 
2020-06-24 01:11:30,8.75,50.63,-0.92, 
2020-06-24 01:12:30,8.73,50.66,-0.93, 
2020-06-24 01:13:30,8.72,50.88,-0.88, 
2020-06-24 01:14:30,8.73,49.93,-1.13, 
2020-06-24 01:15:30,8.71,48.69,-1.49, 
2020-06-24 01:16:30,8.72,50.98,-0.85, 
2020-06-24 01:17:30,8.68,49.90,-1.18, 
2020-06-24 01:18:30,8.67,49.18,-1.38, 
2020-06-24 01:19:30,8.67,50.91,-0.91, 
2020-06-24 01:20:30,8.70,51.56,-0.72, 
2020-06-24 01:21:30,8.65,50.62,-1.01, 
2020-06-24 01:22:30,8.65,50.78,-0.97, 
2020-06-24 01:23:30,8.64,50.17,-1.14, 
2020-06-24 01:24:30,8.64,50.38,-1.08, 
2020-06-24 01:25:30,8.62,50.32,-1.12, 
2020-06-24 01:26:30,8.60,50.16,-1.18, 
2020-06-24 01:27:30,8.60,50.62,-1.06, 
2020-06-24 01:28:30,8.57,50.48,-1.13, 
2020-06-24 01:29:30,8.60,49.75,-1.29, 
2020-06-24 01:30:30,8.53,50.59,-1.13, 
2020-06-24 01:31:30,8.55,51.31,-0.92, 
2020-06-24 01:32:30,8.55,51.10,-0.98, 
2020-06-24 01:33:30,8.52,50.54,-1.15, 
2020-06-24 01:34:30,8.53,51.48,-0.89, 
2020-06-24 01:35:30,8.53,51.48,-0.89, 
2020-06-24 01:36:30,8.50,51.15,-1.01, 
2020-06-24 01:37:30,8.53,49.67,-1.38, 
2020-06-24 01:38:30,8.56,50.19,-1.21, 
2020-06-24 01:39:30,8.56,49.45,-1.42, 
2020-06-24 01:40:30,8.58,51.44,-0.86, 
2020-06-24 01:41:30,8.56,50.18,-1.22, 
2020-06-24 01:42:30,8.59,49.93,-1.26, 
2020-06-24 01:43:30,8.57,50.86,-1.03, 
2020-06-24 01:44:30,8.56,50.18,-1.22, 
2020-06-24 01:45:30,8.61,50.03,-1.21, 
2020-06-24 01:46:30,8.61,50.04,-1.21, 
2020-06-24 01:47:30,8.60,50.17,-1.18, 
2020-06-24 01:48:30,8.60,50.15,-1.19, 
2020-06-24 01:49:30,8.59,49.69,-1.32, 
2020-06-24 01:50:30,8.62,50.36,-1.11, 
2020-06-24 01:51:30,8.57,51.04,-0.97, 
2020-06-24 01:52:30,8.55,50.27,-1.20, 
2020-06-24 01:53:30,8.53,50.49,-1.15, 
2020-06-24 01:54:30,8.50,52.21,-0.73, 
2020-06-24 01:55:30,8.47,51.55,-0.93, 
2020-06-24 01:56:30,8.44,51.04,-1.10, 
2020-06-24 01:57:30,8.44,50.97,-1.12, 
2020-06-24 01:58:30,8.44,50.99,-1.11, 
2020-06-24 01:59:30,8.45,50.90,-1.12, 
2020-06-24 02:00:30,8.44,51.51,-0.97, 
2020-06-24 02:01:30,8.43,49.60,-1.50, 
2020-06-24 02:02:30,8.46,51.20,-1.03, 
2020-06-24 02:03:30,8.42,51.73,-0.93, 
2020-06-24 02:04:30,8.43,51.73,-0.92, 
2020-06-24 02:05:30,8.43,53.88,-0.36, 
2020-06-24 02:06:30,8.45,52.88,-0.60, 
2020-06-24 02:07:30,8.50,52.94,-0.54, 
2020-06-24 02:08:30,8.60,53.55,-0.29, 
2020-06-24 02:09:30,8.65,54.21,-0.07, 
2020-06-24 02:10:30,8.67,52.04,-0.61, 
2020-06-24 02:11:30,8.70,52.29,-0.52, 
2020-06-24 02:12:30,8.71,50.44,-1.01, 
2020-06-24 02:13:30,8.70,51.02,-0.86, 
2020-06-24 02:14:30,8.68,49.47,-1.29, 
2020-06-24 02:15:30,8.68,52.07,-0.59, 
2020-06-24 02:16:30,8.66,51.46,-0.77, 
2020-06-24 02:17:30,8.63,49.74,-1.27, 
2020-06-24 02:18:30,8.61,50.49,-1.09, 
2020-06-24 02:19:30,8.58,50.22,-1.19, 
2020-06-24 02:20:30,8.62,49.68,-1.29, 
2020-06-24 02:21:30,8.60,50.12,-1.20, 
2020-06-24 02:22:30,8.63,50.33,-1.11, 
2020-06-24 02:23:30,8.62,50.59,-1.05, 
2020-06-24 02:24:30,8.58,50.67,-1.06, 
2020-06-24 02:25:30,8.62,51.77,-0.73, 
2020-06-24 02:26:30,8.64,50.44,-1.07, 
2020-06-24 02:27:30,8.66,52.99,-0.37, 
2020-06-24 02:28:30,8.65,50.62,-1.01, 
2020-06-24 02:29:30,8.65,49.83,-1.22, 
2020-06-24 02:30:30,8.67,50.35,-1.06, 
2020-06-24 02:31:30,8.71,50.51,-0.99, 
2020-06-24 02:32:30,8.73,49.78,-1.17, 
2020-06-24 02:33:30,8.76,50.43,-0.96, 
2020-06-24 02:34:30,8.80,51.83,-0.55, 
2020-06-24 02:35:30,8.81,52.16,-0.45, 
2020-06-24 02:36:30,8.82,49.98,-1.03, 
2020-06-24 02:37:30,8.86,50.75,-0.78, 
2020-06-24 02:38:30,8.85,49.77,-1.06, 
2020-06-24 02:39:30,8.87,49.09,-1.23, 
2020-06-24 02:40:30,8.89,48.82,-1.28, 
2020-06-24 02:41:30,8.94,50.84,-0.68, 
2020-06-24 02:42:30,8.94,51.71,-0.45, 
2020-06-24 02:43:30,8.92,50.65,-0.75, 
2020-06-24 02:44:30,8.91,50.03,-0.93, 
2020-06-24 02:45:30,8.90,49.29,-1.14, 
2020-06-24 02:46:30,8.85,49.67,-1.09, 
2020-06-24 02:47:30,8.87,48.96,-1.27, 
2020-06-24 02:48:30,8.90,48.75,-1.30, 
2020-06-24 02:49:30,8.96,48.36,-1.35, 
2020-06-24 02:50:30,9.00,49.02,-1.13, 
2020-06-24 02:51:30,9.03,49.18,-1.06, 
2020-06-24 02:52:30,9.05,48.22,-1.31, 
2020-06-24 02:53:30,9.06,48.60,-1.19, 
2020-06-24 02:54:30,9.07,48.20,-1.29, 
2020-06-24 02:55:30,9.09,48.31,-1.24, 
2020-06-24 02:56:30,9.09,47.95,-1.34, 
2020-06-24 02:57:30,9.09,48.42,-1.21, 
2020-06-24 02:58:30,9.14,48.92,-1.03, 
2020-06-24 02:59:30,9.12,49.07,-1.00, 
2020-06-24 03:00:30,9.15,47.96,-1.29, 
2020-06-24 03:01:30,9.14,48.23,-1.22, 
2020-06-24 03:02:30,9.14,48.77,-1.07, 
2020-06-24 03:03:30,9.09,48.11,-1.30, 
2020-06-24 03:04:30,9.16,47.58,-1.39, 
2020-06-24 03:05:30,9.14,47.94,-1.31, 
2020-06-24 03:06:30,9.17,47.91,-1.28, 
2020-06-24 03:07:30,9.18,47.89,-1.28, 
2020-06-24 03:08:30,9.23,47.68,-1.29, 
2020-06-24 03:09:30,9.24,48.10,-1.16, 
2020-06-24 03:10:30,9.26,47.39,-1.35, 
2020-06-24 03:11:30,9.31,47.16,-1.37, 
2020-06-24 03:12:30,9.29,47.62,-1.26, 
2020-06-24 03:13:30,9.33,47.88,-1.14, 
2020-06-24 03:14:30,9.32,47.24,-1.34, 
2020-06-24 03:15:30,9.33,47.51,-1.25, 
2020-06-24 03:16:30,9.33,47.85,-1.15, 
2020-06-24 03:17:30,9.30,48.38,-1.03, 
2020-06-24 03:18:30,9.29,50.19,-0.54, 
2020-06-24 03:19:30,9.20,50.27,-0.60, 
2020-06-24 03:20:30,9.14,51.36,-0.37, 
2020-06-24 03:21:30,9.03,51.75,-0.36, 
2020-06-24 03:22:30,8.95,49.99,-0.90, 
2020-06-24 03:23:30,8.85,50.51,-0.86, 
2020-06-24 03:24:30,8.81,51.69,-0.57, 
2020-06-24 03:25:30,8.77,52.30,-0.45, 
2020-06-24 03:26:30,8.76,51.22,-0.75, 
2020-06-24 03:27:30,8.74,50.94,-0.84, 
2020-06-24 03:28:30,8.75,51.66,-0.64, 
2020-06-24 03:29:30,8.71,52.88,-0.36, 
2020-06-24 03:30:30,8.71,51.85,-0.63, 
2020-06-24 03:31:30,8.64,51.20,-0.86, 
2020-06-24 03:32:30,8.62,50.48,-1.08, 
2020-06-24 03:33:30,8.63,52.28,-0.59, 
2020-06-24 03:34:30,8.59,51.21,-0.91, 
2020-06-24 03:35:30,8.58,51.04,-0.97, 
2020-06-24 03:36:30,8.60,50.79,-1.01, 
2020-06-24 03:37:30,8.60,52.45,-0.57, 
2020-06-24 03:38:30,8.64,52.17,-0.61, 
2020-06-24 03:39:30,8.58,53.51,-0.32, 
2020-06-24 03:40:30,8.55,52.81,-0.53, 
2020-06-24 03:41:30,8.55,53.19,-0.43, 
2020-06-24 03:42:30,8.52,52.73,-0.57, 
2020-06-24 03:43:30,8.57,52.13,-0.69, 
2020-06-24 03:44:30,8.56,52.20,-0.68, 
2020-06-24 03:45:30,8.55,52.26,-0.67, 
2020-06-24 03:46:30,8.55,52.67,-0.57, 
2020-06-24 03:47:30,8.55,51.60,-0.85, 
2020-06-24 03:48:30,8.55,51.10,-0.98, 
2020-06-24 03:49:30,8.53,50.70,-1.10, 
2020-06-24 03:50:30,8.53,51.08,-0.99, 
2020-06-24 03:51:30,8.53,51.26,-0.95, 
2020-06-24 03:52:30,8.56,51.20,-0.94, 
2020-06-24 03:53:30,8.55,50.82,-1.05, 
2020-06-24 03:54:30,8.55,50.78,-1.07, 
2020-06-24 03:55:30,8.53,50.57,-1.13, 
2020-06-24 03:56:30,8.57,50.15,-1.22, 
2020-06-24 03:57:30,8.53,49.90,-1.31, 
2020-06-24 03:58:30,8.58,49.62,-1.35, 
2020-06-24 03:59:30,8.52,49.54,-1.42, 
2020-06-24 04:00:30,8.51,49.79,-1.36, 
2020-06-24 04:01:30,8.49,49.58,-1.44, 
2020-06-24 04:02:30,8.47,49.52,-1.48, 
2020-06-24 04:03:30,8.45,49.74,-1.44, 
2020-06-24 04:04:30,8.44,50.04,-1.37, 
2020-06-24 04:05:30,8.43,50.45,-1.26, 
2020-06-24 04:06:30,8.47,50.50,-1.21, 
2020-06-24 04:07:30,8.46,50.07,-1.34, 
2020-06-24 04:08:30,8.46,50.31,-1.27, 
2020-06-24 04:09:30,8.43,50.58,-1.23, 
2020-06-24 04:10:30,8.44,50.38,-1.27, 
2020-06-24 04:11:30,8.38,50.44,-1.30, 
2020-06-24 04:12:30,8.31,50.75,-1.29, 
2020-06-24 04:13:30,8.27,50.80,-1.32, 
2020-06-24 04:14:30,8.23,51.41,-1.19, 
2020-06-24 04:15:30,8.18,51.08,-1.32, 
2020-06-24 04:16:30,8.12,51.55,-1.26, 
2020-06-24 04:17:30,8.06,51.73,-1.26, 
2020-06-24 04:18:30,8.02,52.17,-1.19, 
2020-06-24 04:19:30,7.96,52.12,-1.26, 
2020-06-24 04:20:30,7.97,51.89,-1.31, 
2020-06-24 04:21:30,7.90,52.59,-1.18, 
2020-06-24 04:22:30,7.88,52.37,-1.26, 
2020-06-24 04:23:30,7.86,52.51,-1.25, 
2020-06-24 04:24:30,7.82,52.32,-1.34, 
2020-06-24 04:25:30,7.73,52.73,-1.31, 
2020-06-24 04:26:30,7.68,53.46,-1.17, 
2020-06-24 04:27:30,7.60,53.17,-1.31, 
2020-06-24 04:28:30,7.54,53.31,-1.34, 
2020-06-24 04:29:30,7.45,53.75,-1.31, 
2020-06-24 04:30:30,7.39,53.81,-1.35, 
2020-06-24 04:31:30,7.35,54.13,-1.30, 
2020-06-24 04:32:30,7.26,54.08,-1.40, 
2020-06-24 04:33:30,7.22,54.11,-1.44, 
2020-06-24 04:34:30,7.19,54.18,-1.44, 
2020-06-24 04:35:30,7.17,54.27,-1.43, 
2020-06-24 04:36:30,7.13,54.23,-1.49, 
2020-06-24 04:37:30,7.09,54.39,-1.48, 
2020-06-24 04:38:30,7.01,54.64,-1.49, 
2020-06-24 04:39:30,7.01,55.04,-1.39, 
2020-06-24 04:40:30,6.98,55.31,-1.36, 
2020-06-24 04:41:30,6.91,56.36,-1.16, 
2020-06-24 04:42:30,6.86,57.03,-1.05, 
2020-06-24 04:43:30,6.85,57.40,-0.97, 
2020-06-24 04:44:30,6.81,57.46,-1.00, 
2020-06-24 04:45:30,6.82,57.38,-1.01, 
2020-06-24 04:46:30,6.86,57.21,-1.01, 
2020-06-24 04:47:30,6.86,56.42,-1.20, 
2020-06-24 04:48:30,6.87,56.39,-1.19, 
2020-06-24 04:49:30,6.93,57.11,-0.97, 
2020-06-24 04:50:30,6.95,57.16,-0.94, 
2020-06-24 04:51:30,7.01,56.81,-0.96, 
2020-06-24 04:52:30,7.02,56.39,-1.05, 
2020-06-24 04:53:30,7.10,56.26,-1.01, 
2020-06-24 04:54:30,7.16,56.77,-0.83, 
2020-06-24 04:55:30,7.20,56.56,-0.84, 
2020-06-24 04:56:30,7.27,55.55,-1.03, 
2020-06-24 04:57:30,7.34,55.34,-1.01, 
2020-06-24 04:58:30,7.43,56.24,-0.71, 
2020-06-24 04:59:30,7.52,53.94,-1.20, 
2020-06-24 05:00:30,7.56,54.09,-1.12, 
2020-06-24 05:01:30,7.64,55.04,-0.80, 
2020-06-24 05:02:30,7.73,54.75,-0.80, 
2020-06-24 05:03:30,7.76,54.13,-0.92, 
2020-06-24 05:04:30,7.76,53.93,-0.97, 
2020-06-24 05:05:30,7.72,54.18,-0.95, 
2020-06-24 05:06:30,7.71,53.87,-1.04, 
2020-06-24 05:07:30,7.74,55.61,-0.57, 
2020-06-24 05:08:30,7.76,55.73,-0.52, 
2020-06-24 05:09:30,7.71,54.50,-0.88, 
2020-06-24 05:10:30,7.71,55.85,-0.54, 
2020-06-24 05:11:30,7.67,55.67,-0.63, 
2020-06-24 05:12:30,7.69,56.46,-0.41, 
2020-06-24 05:13:30,7.64,55.46,-0.70, 
2020-06-24 05:14:30,7.62,54.52,-0.95, 
2020-06-24 05:15:30,7.65,54.78,-0.86, 
2020-06-24 05:16:30,7.71,56.59,-0.36, 
2020-06-24 05:17:30,7.67,54.81,-0.84, 
2020-06-24 05:18:30,7.64,55.05,-0.80, 
2020-06-24 05:19:30,7.67,55.17,-0.75, 
2020-06-24 05:20:30,7.71,56.14,-0.47, 
2020-06-24 05:21:30,7.77,56.12,-0.42, 
2020-06-24 05:22:30,7.76,55.96,-0.47, 
2020-06-24 05:23:30,7.75,56.28,-0.40, 
2020-06-24 05:24:30,7.78,55.15,-0.65, 
2020-06-24 05:25:30,7.84,55.94,-0.40, 
2020-06-24 05:26:30,7.90,55.34,-0.49, 
2020-06-24 05:27:30,7.96,54.88,-0.55, 
2020-06-24 05:28:30,7.96,55.09,-0.50, 
2020-06-24 05:29:30,8.01,55.13,-0.44, 
2020-06-24 05:30:30,8.05,55.63,-0.28, 
2020-06-24 05:31:30,8.15,56.13,-0.06, 
2020-06-24 05:32:30,8.21,55.37,-0.19, 
2020-06-24 05:33:30,8.26,54.94,-0.26, 
2020-06-24 05:34:30,8.30,54.38,-0.36, 
2020-06-24 05:35:30,8.34,54.75,-0.23, 
2020-06-24 05:36:30,8.37,56.19,0.16, 
2020-06-24 05:37:30,8.42,55.30,-0.02, 
2020-06-24 05:38:30,8.48,55.01,-0.03, 
2020-06-24 05:39:30,8.59,55.76,0.26, 
2020-06-24 05:40:30,8.65,55.70,0.30, 
2020-06-24 05:41:30,8.68,55.12,0.19, 
2020-06-24 05:42:30,8.77,55.05,0.25, 
2020-06-24 05:43:30,8.83,55.49,0.42, 
2020-06-24 05:44:30,8.87,55.16,0.37, 
2020-06-24 05:45:30,8.85,55.07,0.33, 
2020-06-24 05:46:30,8.85,55.48,0.43, 
2020-06-24 05:47:30,8.80,54.16,0.06, 
2020-06-24 05:48:30,8.75,54.01,-0.03, 
2020-06-24 05:49:30,8.65,53.95,-0.14, 
2020-06-24 05:50:30,8.59,54.41,-0.08, 
2020-06-24 05:51:30,8.49,55.16,0.02, 
2020-06-24 05:52:30,8.38,54.88,-0.15, 
2020-06-24 05:53:30,8.29,54.75,-0.27, 
2020-06-24 05:54:30,8.19,54.62,-0.40, 
2020-06-24 05:55:30,8.09,55.10,-0.37, 
2020-06-24 05:56:30,7.98,56.48,-0.14, 
2020-06-24 05:57:30,7.86,55.91,-0.39, 
2020-06-24 05:58:30,7.74,55.76,-0.53, 
2020-06-24 05:59:30,7.67,55.97,-0.55, 
2020-06-24 06:00:30,7.61,55.84,-0.64, 
2020-06-24 06:01:30,7.54,57.12,-0.40, 
2020-06-24 06:02:30,7.45,57.70,-0.34, 
2020-06-24 06:03:30,7.40,57.38,-0.46, 
2020-06-24 06:04:30,7.38,58.97,-0.11, 
